scenario,horizon_days,warmup_days,forecaster,reward_mode,ga_mode,replication,policy,total_cost,holding_cost,stockout_cost,ordering_cost,routing_cost,fill_rate,stockout_rate
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,26,DYN_FC,24298586.155852087,12625127.83872345,10564255.151052449,942402.0163413528,166801.14973483226,0.7603470673367245,0.2393162393162393
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,26,BASESTOCK,24873475.072269835,12990861.2021102,10727476.460305087,979423.4646082438,175713.9452463002,0.7562560859412044,0.2435897435897435
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,26,AI,12753494.363288436,2198394.277603152,10284224.98489666,227891.613552856,42983.48723576957,0.7732146491884393,0.2264957264957265
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,27,STATIC,18518863.6563064,19355.857898752496,18446054.696564108,30594.40690016225,22858.694943371247,0.4146871081712056,0.5683760683760684
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,27,DYNAMIC,16441213.772038968,88895.46582607063,16281473.389134636,45960.74357696975,24884.173501292946,0.5153470504914013,0.4829059829059829
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,27,DYN_FC,20241924.29366427,11770095.49987604,7277194.250266702,1012622.0110304668,182012.53249106056,0.7361940031865893,0.2521367521367521
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,27,BASESTOCK,20318616.338715337,11845792.121602772,7277194.250266702,1013249.0731475686,182380.89369829223,0.7361940031865893,0.2521367521367521
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,27,AI,9649758.07465506,1836380.4179661984,7576801.966565219,198350.1080923006,38225.58203134209,0.7299643443480823,0.2606837606837607
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,28,STATIC,21007019.52953296,29033.590365777887,20924534.972765367,30203.48627174317,23247.480130073443,0.440126810054008,0.5811965811965812
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,28,DYNAMIC,20314285.733262826,115443.86066696647,20120897.83919008,50841.10816684753,27102.92523893108,0.5109474151079872,0.5128205128205128
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,28,DYN_FC,21871113.61615012,9840657.950331848,11023910.034831902,852555.545099656,153990.08588671376,0.7596814355309023,0.2393162393162393
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,28,BASESTOCK,20718842.222470623,9667229.431844518,10069322.561700009,831167.2620017253,151122.96692437172,0.7743016717254161,0.2264957264957265
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,28,AI,12487134.958233066,1175547.9455764035,11149576.565395614,135046.88210539616,26963.56515565182,0.754566899351376,0.2478632478632478
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,29,STATIC,21993705.93777505,20141.929470598752,21914224.37938475,35269.96939435035,24069.65952534847,0.4368399503421941,0.5512820512820513
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,29,DYNAMIC,17496615.816943116,123275.89213538084,17297239.758250177,50708.24315477708,25391.923402781325,0.5146469979399627,0.4743589743589743
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,29,DYN_FC,25038208.75105377,13916643.827657284,9850828.073334482,1075762.2814824462,194974.5685795552,0.7413471356566198,0.2435897435897435
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,29,BASESTOCK,24873178.437184937,13781561.441345133,9837964.509423891,1065021.4726383472,188631.01377756995,0.7427828786219244,0.2393162393162393
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,29,AI,17908227.156855837,1254372.596753906,16437967.221329376,181469.24782912608,34418.09094342797,0.6019743368489687,0.3888888888888889
